,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,age,tenure
2031,2,1,67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,3,11,66,8
566,2,0,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,59,9
637,2,1,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,59,8
486,3,1,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,45,8
261,4,0,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,53,8
842,2,0,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,33,7
454,2,1,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,45,9
927,1,0,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,39,8
2082,2,1,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,3,11,61,9
1465,3,0,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,3,11,58,8
1243,3,1,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,74,7
59,4,1,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,53,7
56,2,0,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,55,8
76,3,1,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,49,9
2212,3,0,38054.0,1,1,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,3,11,71,7
824,2,1,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,62,8
636,2,0,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,69,8
675,2,1,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,47,7
1845,4,1,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,46,9
889,3,0,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,43,8
620,4,1,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,60,8
1605,4,1,54072.0,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,3,11,58,8
1828,3,1,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,63,8
1591,2,1,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,3,11,66,8
423,3,1,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,47,8
21,2,1,2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,42,8
2004,3,0,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,49,8
529,4,1,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,61,8
1477,4,1,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,3,11,51,8
189,4,1,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,57,8
1010,2,1,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,42,9
33,4,0,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,69,9
240,2,0,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,53,8
1713,2,1,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,55,9
1598,2,1,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,3,11,50,9
859,1,1,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,32,8
1048,2,1,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,37,9
860,2,1,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,52,7
149,3,1,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,55,7
1222,1,0,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,64,8
276,2,0,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,65,8
720,3,1,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,56,9
504,3,1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,65,8
1816,1,1,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,39,8
629,2,0,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,44,9
415,4,1,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,78,7
1504,4,0,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,3,11,66,9
449,4,1,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,68,8
919,4,0,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,67,8
778,3,0,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,66,8
793,2,1,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,43,8
2207,2,1,32144.0,1,1,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,3,11,67,7
2054,2,1,48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,3,11,68,7
2094,3,1,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,72,9
1751,2,1,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,47,9
406,4,0,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,49,9
1536,2,0,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,3,11,32,8
47,2,1,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,53,8
2038,2,1,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,3,11,37,8
2015,1,1,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,3,11,46,8
1224,4,0,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,63,8
1124,2,1,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,67,9
807,2,1,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,64,8
649,2,1,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,63,8
340,2,0,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,33,9
742,4,0,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,71,7
1021,4,1,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,47,8
2124,2,1,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,3,11,64,7
1276,3,1,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,46,8
1895,2,0,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,72,8
1338,2,0,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,69,8
1706,3,1,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,65,9
405,2,1,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,56,7
1355,2,0,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,59,8
2005,2,1,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,3,11,44,8
794,2,0,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,60,8
2203,2,1,73807.0,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,3,11,43,8
1510,2,1,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,33,7
2029,1,1,7500.0,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,3,11,36,9
394,3,1,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,53,7
1899,4,1,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,71,8
352,4,0,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,55,8
473,2,1,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,43,8
62,2,0,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,69,8
1064,4,1,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,57,7
548,2,1,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,53,7
2237,2,0,56981.0,0,0,91,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,0,3,11,40,7
317,2,0,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,36,9
923,4,1,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,73,7
815,4,1,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,51,7
1911,2,0,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,51,9
232,2,1,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,50,8
1071,2,1,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,55,9
1039,2,1,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,68,8
1274,3,0,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,53,9
1440,2,1,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,3,11,69,8
1080,2,0,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,56,7
1368,3,0,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,53,8
1946,2,1,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,3,11,39,9
987,2,1,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,52,8
413,2,0,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,34,9
738,0,1,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,32,8
1062,4,0,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,34,8
610,3,0,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,52,8
367,2,0,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,45,8
899,2,0,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,3,11,35,8
2049,1,1,81044.0,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,3,11,74,8
1982,2,1,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,70,7
1004,4,1,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,67,8
1652,2,0,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,58,9
259,4,0,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,64,8
800,3,1,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,51,8
95,2,1,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,38,7
140,3,0,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,3,11,29,9
495,3,0,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,59,8
1203,2,0,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,42,9
1089,4,0,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,63,7
179,1,1,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,70,8
862,2,1,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,34,8
471,2,1,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,41,8
2130,2,0,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,45,8
2235,2,1,61223.0,0,1,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,3,11,54,8
1014,3,1,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,50,7
35,3,0,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,70,8
834,2,1,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,54,8
920,4,1,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,66,7
2192,2,1,27469.0,0,0,2,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,3,11,74,9
274,2,0,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,58,8
87,2,0,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,64,7
946,1,1,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,3,11,39,7
1479,4,1,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,3,11,60,7
563,1,1,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,51,7
2139,3,0,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,3,11,55,9
1974,1,1,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,50,8
136,0,0,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,45,9
2039,2,1,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,3,11,39,8
1131,2,0,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,54,8
45,2,0,79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,45,7
1685,2,1,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,52,7
428,1,1,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,32,7
278,4,0,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,35,8
1469,2,1,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,3,11,51,8
436,2,0,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,55,8
2189,0,1,25224.0,1,0,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0,3,11,49,7
681,2,0,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,54,9
975,2,1,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,59,7
135,4,1,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,54,8
2057,4,0,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,3,11,45,8
2037,2,0,60689.0,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,3,11,70,8
419,3,1,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,50,8
242,2,0,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,50,8
99,4,1,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,38,8
1644,1,1,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,40,7
195,2,1,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,44,8
1552,2,1,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,3,11,65,9
1914,4,0,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,58,8
891,3,0,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,56,9
926,2,1,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,43,7
1023,3,1,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,55,7
856,3,1,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,48,7
1507,1,1,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,3,11,46,9
2149,4,1,42769.0,0,1,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,3,11,59,8
1738,2,1,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,62,7
1320,3,1,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,61,8
465,4,0,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,52,7
474,2,0,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,33,7
1614,2,1,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,44,8
2040,2,0,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,3,11,30,8
1902,3,1,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,34,7
389,4,0,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,53,8
85,2,1,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,61,8
1059,2,1,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,34,8
812,2,0,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,46,7
847,3,0,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,65,9
822,2,0,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,60,7
760,1,1,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,40,8
388,2,1,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,72,9
1904,2,1,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,53,7
627,2,1,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,61,9
1655,3,0,35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,43,7
2131,3,0,72309.0,0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,0,3,11,45,8
1511,3,0,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,46,9
1345,2,0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,46,8
977,3,1,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,56,8
560,2,1,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,43,8
1403,2,0,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,64,9
1722,2,0,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,30,8
239,1,0,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,128,7
1290,2,1,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,65,8
1520,4,0,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,3,11,38,8
2155,1,1,32146.0,1,0,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,3,11,38,7
1030,2,1,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,50,8
79,2,1,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,56,8
2158,4,1,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,3,11,66,7
1208,4,1,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,64,7
493,3,0,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,57,8
896,2,1,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,65,8
1719,4,1,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,45,9
1682,4,1,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,66,9
157,2,0,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,43,8
1432,2,1,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,3,11,36,8
2023,3,1,77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,3,11,69,7
1800,2,1,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,45,7
2229,2,1,24434.0,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,3,11,49,7
1518,3,1,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,3,11,49,8
1778,4,1,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,48,8
612,0,1,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,48,9
874,3,1,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,43,8
1931,4,1,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,74,8
687,4,1,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,39,9
1443,3,0,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,3,11,73,9
968,4,1,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,47,8
487,2,1,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,47,8
579,3,1,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,65,8
124,2,0,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,38,8
1234,4,1,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,45,7
878,3,0,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,65,7
1448,4,1,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,3,11,39,8
1119,1,1,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,43,8
539,3,0,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,40,8
1829,3,1,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,46,8
917,4,1,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,39,8
1066,2,0,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,29,7
682,1,1,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,39,8
1647,2,0,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,40,7
665,2,1,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,62,9
2195,3,0,8820.0,1,1,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,3,11,69,8
892,2,1,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,3,11,38,7
688,4,1,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,32,7
499,2,1,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,77,8
1708,2,1,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,43,7
